Brand,Lang,Intent Type,Category,Intent,Weight,Answer,Training Data,English,remark,Intend Status & Remark,CS Verify
fun88,cn,User,Portal/ Android/ Slots,游戏- MGS老虎机APP 安卓下载版,1,"您可以进行操作以下步骤进行【游戏- MGS老虎机APP 安卓下载版】哦！ 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【游戏程序】 的 【MGS老虎机应用】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【MGS老虎机应用】 点击下载即可。","我想下载手机版老虎机
 老虎机手机版可支持？
 如何下载老虎机手机
 下载老虎机手机
 老虎机手机
 MGS老虎机手机
 下载MGS老虎机手机",Slots MGS Android App,直接回答,Done,ruby
fun88,cn,User,Portal/ Android/ Keno,快乐彩- LB优乐彩APP 安卓下载版,1,"您可以进行操作以下步骤进行【快乐彩- LB优乐彩APP 安卓下载版】哦！ 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【快乐彩】 的 【LB优乐彩】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【LB优乐彩】 点击下载即可。","LB优乐彩下载
 下载手机优乐彩
 优乐彩的手机版
 下载优乐彩
 我要下载优乐彩
 优乐彩有手机版吗？",LB Keno Android App,直接回答,Done,ruby
fun88,cn,user,Portal/App/Android,乐天堂游戏APP 安卓下载版,1,"您可以下载以下两种游戏APP安卓下载版的哦！
 
 【PT老虎机应用】
  网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【游戏程序】 的 【PT老虎机应用】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【PT老虎机应用】 点击下载即可。
 
 【MGS老虎机APP 安卓下载版】 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【游戏程序】 的 【MGS老虎机应用】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【MGS老虎机应用】 点击下载即可。","如何下载乐天堂游戏安卓版
 哪里下载乐天堂游戏安卓版
 我要下载游戏安卓版
 有没有安卓版的老虎机客户端
 请问乐天堂有没有安卓版的老虎机app
 发个老虎机安卓版app链接来
 安卓版游戏app给个链接
 乐天堂游戏app安卓版
 乐天堂老虎机安卓版app
 老虎机app给个链接安卓版的
 乐天堂老虎机安卓版app下载地址给一个
 能给个乐天堂老虎机安卓版app地址么
 给一个链接乐天堂老虎机安卓版app
 给一个链接乐天堂游戏安卓版app
 你们乐天堂老虎机app安卓版的有链接吗？",Games App Android,直接回答,Done,ruby
fun88,cn,user,Portal/App/Android,乐天堂真人APP 安卓下载版,1,"您可以选择下载【真人- 易博厅APP 安卓下载版】 如下步骤：
  
 网页版：
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【真人娱乐场】 的 【易博厅手机版】点击下载即可。
 
 
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【易博厅手机版】 点击下载即可。
 
 
 以及【真人- 至尊堂APP 安卓下载版】哦！ 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【真人娱乐场】 的 【至尊堂厅手机版】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【至尊堂手机版】 点击下载即可。","如何下载乐天堂真人安卓版
 我要下载乐天堂真人app安卓的
 乐天堂真人安卓版app给个链接
 乐天堂真人app安卓版
 乐天堂真人在安卓版app下载地址给一个
 能给个安卓版的乐天堂真人app地址么
 给一个链接乐天堂真人app安卓的
 你们乐天堂真人安卓版app有链接吗
 可以给个真人娱乐场安卓版的app链接吗
 乐天堂真人娱乐场有安卓版app吗
 真人安卓app",Live Dealer App Android,直接回答,Done,ruby
fun88,cn,user,Portal/App/IOS,如何更新/重新下载APP苹果下载版,1,"请根据以下步骤哦： 
 
 （1）卸载旧版本乐天堂 APP 
 （2）重新扫描二维码下载，下载完成后在手机中保存此文件 
 （3）进入手机中的【设置】 => 【通用】 => 【设备管理】 
 （4）点击 【Guangzhou Juhuang Network Technology】 信任此应用 
 （5）设置成功后，就能立即使用 APP 进行游戏】 
 
 忘记了下载链接或者忘了保存二维码？不要慌~~~点击以下重新下载呗：<intentlink>乐天堂APP苹果下载版/安装步骤</intentlink>","如何更新乐天堂苹果APP
 怎样重新下载苹果软件
 苹果APP很卡，怎么弄
 怎么重新安转苹果app
 苹果app一直进不去
 苹果app显示错误信息进不去
 苹果app下载总是无法下载完成一直在转圈
 如何重新设置一个新的苹果app
 我想要更新一个新的苹果app怎么做
 苹果app一直打开不了怎么回事
 我下载了苹果app但是打不开为什么",How to update IOS App,直接回答,Done,ruby
fun88,cn,user,Portal/App/IOS,乐天堂APP苹果下载版/安装步骤,1,"以下是【苹果APP手机下载版】，请点入您想要下载的APP和参阅以下的安装步骤： 
 
 （I）扫描二维码下载，下载完成后在手机中保存此文件并且安装 
 （II）安装完毕后，运行APP 
 （III）点击【批准手机的访问权限】及【允许在其他应用上层显示】 
 
 <intentlink>乐天堂APP安卓下载版/安装步骤 <intentlink>
 
 <intentlink>真人APP 苹果 （易博厅）下载版</intentlink>
 
 <intentlink>LB优乐彩 APP 苹果下载版</intentlink>
 
 
 您是不是遇到以下问题： 
 
 <intentlink>无法登入或下载APP苹果下载版</intentlink>
 
 搞错了！我想下载<intentlink>乐天堂APP安卓下载版/安装步骤</intentlink>","我朋友苹果手机想下载了怎么下载
 你们这个软件，客户端苹果手机不能下载吗
 ios版app怎么下载？
 发个苹果客户端二维码
 有乐天堂的ios客户端吗
 苹果手机那里下APP
 我要下载苹果app
 乐天堂苹果app发我一个二维码
 苹果APP有吗
 苹果app怎么下载
 乐天堂苹果App发下谢谢
 苹果app二维码
 发个苹果app的下载二维码可以吗
 苹果app下载地址
 苹果app有的吗？
 给个苹果app
 发一个苹果app给我
 麻烦您再给我下载苹果APP的网站一下
 苹果app下载链接给我一个
 苹果app下载链接
 乐天堂有什么客户端使用的苹果手机",How to install IOS App,直接回答,Done,ruby
fun88,cn,user,Portal/App/IOS,乐天堂体育APP 苹果下载版,1,"亲～是不是想要下载我们乐天堂体育APP 苹果下载版呢～
 以下是【乐天堂体育APP 苹果下载版】，请进行扫码下载： 
 
 （1）扫描二维码下载，下载完成后在手机中保存此文件 
 （2）进入手机中的【设置】 => 【通用】 => 【设备管理】 
 （3）点【Guangzhou Juhuang Network Technology】 或 【KASTANI TEENINDUS OU】 信任此应用 
 （4）设置成功后，就能立即使用 APP 进行游戏
 
 <image>QR Code Scan Picture</image>
 
 您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载乐天堂体育苹果APP
 乐天堂苹果体育app给个链接
 体育苹果app下载地址给一个
 能给个苹果版的体育app地址么
 给一个链接体育app苹果的
 你们乐天堂体育苹果app有链接吗
 可以给个体育苹果app链接吗
 乐天堂体育体育有苹果版app吗
 苹果体育app来个链接
 苹果体育app给个链接
 苹果体育app发个地址来
 体育APP苹果版
 苹果版体育app",Sportsbook IOS App,直接回答,DONE,RUBY
fun88,cn,user,Portal/App/IOS,乐天堂游戏APP 苹果下载版,1,"您可以进行操作以下步骤进行下载【游戏- PT老虎机APP 安卓下载版】 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【游戏程序】 的 【PT老虎机应用】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【PT老虎机应用】 点击下载即可。
 
 【游戏- MGS老虎机APP 安卓下载版】哦！ 
  
 网页版
 （1）在左上角的 【更多】里找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【游戏程序】 的 【MGS老虎机应用】点击下载即可。
 
 手机版
 （1）在手机屏幕下方找到【下载中心】
 （2）在下载中心页面找到安卓图示并选择【MGS老虎机应用】 点击下载即可。","如何下载乐天堂游戏苹果APP
 乐天堂苹果游戏app给个链接
 乐天堂苹果老虎机app给个链接
 游戏苹果app下载地址给一个
 老虎机苹果app下载地址给一个
 能给个苹果版的游戏app地址么
 能给个苹果版的老虎机app地址么
 给一个链接游戏app苹果的
 给一个链接老虎机app苹果的
 你们乐天堂游戏苹果app有链接吗
 你们乐天堂老虎机苹果app有链接吗
 可以给个游戏苹果app链接吗
 可以给个老虎机苹果app链接吗
 乐天堂游戏有苹果版app吗
 苹果老虎机app给个链接
 苹果游戏app发个地址来
 苹果老虎机app发个地址来
 游戏APP苹果版
 老虎机APP苹果版
 老虎机苹果版app
 哪里找苹果app 
 我要怎么下载苹果app",Games IOS App,直接回答,Check Answer,ruby
fun88,cn,user,Portal/App/IOS,乐天堂真人APP 苹果 - 易博厅下载版,1,"以下是【乐天堂真人APP 苹果 - 易博厅下载版】，请进行扫码下载： 
 
 （1）扫描二维码下载，下载完成后在手机中保存此文件 
 （2）进入手机中的【设置】 => 【通用】 => 【设备管理】
 （3）点击 【TIRABIT,OOO】 后，选择 “信任”此应用 
 （4）设置成功后，您已成功安装iOS易博厅APP 进行游戏咯！
 
 <image>QR Code Scan Picture</image>
 
 您可能会遇到的问题：<intentlink>无法登入/无法下载APP苹果下载版</intentlink>","如何下载乐天堂真人苹果APP
 我要下载乐天堂真人app苹果的
 乐天堂真人苹果版app给个链接
 乐天堂真人在苹果版app下载地址给一个
 能给个苹果版的乐天堂真人app地址么
 给一个链接乐天堂真人app苹果的
 你们乐天堂真人苹果版app有链接吗
 可以给个真人娱乐场苹果版的app链接吗
 乐天堂真人娱乐场有苹果版app吗
 有没有娱乐场苹果app",Live Dealer IOS App,直接回答,Done,ruby
fun88,cn,user,Portal/App/PT,乐天堂PT手机客户端,1,"叮叮叮～ 小帮手接受到您的消息了(*≧∀≦*)
 是不是觉得有时候出门,也会想念我们乐天堂呢～～
 
 这是【手机版PT客户端】，目前仅支持安卓系统哦~ 请您点击以下链接下载即可：
 
 https://www.fun88asia.com/cn/download/home.htm 找到相应的程序下载哦！
 
 您可能会遇到的问题：<intentlink>无法登入老虎机游戏/免费旋转或有未完成游戏</intentlink>","pt有没有app
 pt有没有客户端
 我想要下载pt的app
 请问你们的PT有APP吗？
 我找不到pt游戏的app
 PT的app在哪里我找不到
 有没有ptapp
 如何下载pt的手机客户端
 pt手机APP在哪下
 有没有pt手机客户端
 你好，我下载乐天堂pt手机版的客户端
 您好，我想问下有乐天堂pt手机客户端的链接么
 你们pt app 在哪里阿 我找不到
 苹果可不可以下载pt app",PT Mobile App,直接回答,DONE,ruby
fun88,cn,user,Portal/App/PT,乐天堂PT老虎机桌面客户端,1,"这是【桌面版PT老虎机客户端】：
 
 
 请您在网页左上角点选【更多】-》【下载中心】=》 【桌面版】=》【游戏程序】=》【PT老虎机】，点击【下载】就可以进行游戏了哦！
 
 
 请注意：仅支持桌面 WINDOWS 7 及以上系统哦！！","如何下载PT桌面客户端
 在哪里可以下载桌面版的ptapp
 我要下载pt桌面版app
 桌面版的PT客户端
 桌面版的PTapp
 有没有桌面版的ptapp
 桌面版的ptapp
 没有电脑版的pt客户端吗
 请问怎样下载电脑版的ptapp呢
 我找不到电脑版本的pt客户端
 电脑版的ptAPP有吗
 我想下载电脑的ptapp有没有
 你们有没有电脑的ptapp
 pt电脑版app",PT Desktop App,直接回答,Done,ruby
fun88,cn,user,Portal/App/Fun88,乐天堂APP桌面下载版,1,"这是【乐天堂APP桌面下载版】:
 
 请您在网页左上角点选【更多】-》【下载中心】=》 【桌面版】=》【主程序】=》【电脑客户端】，点击【下载】就可以进行游戏了哦！
 
 
 请注意：仅支持桌面 WINDOWS 7 及以上系统哦！！","如何下载乐天堂桌面客户端
 我电脑可以下你们的体育客户端吗
 我要电脑版的乐天堂的app
 有没有乐天堂体育电脑版下载
 有没有乐天堂体育桌面版下载
 桌面版体育客户端
 体育电脑版app
 你们有没有电脑版的体育app
 我找不到你们乐天堂桌面版的app
 我找不到你们乐天堂桌面版的客户端
 桌面app的网址发来
 电脑版客户端的链接来一个
 请问您有没有电脑版本的体育app
 乐天堂有桌面版的app吗？
 我想要下载荧幕上的客户端
 我找不到你们电脑版的app",Fun88 Desktop App,直接回答,Done,ruby
fun88,cn,user,Portal/CS-Contact,在线客服网页版无法使用,1,"您可以根据以下方法进行操作以获取联系乐天堂客服：
 
 1. 浏览器<intentlink>什么是清除缓存</intentlink>/更换至推荐浏览器 (谷歌/火狐)
 
 2. 下载<intentlink>乐天堂在线客服APP</intentlink>","为啥手机网页在线客服不能用
 哪里可以联系你们
 朋友联系不上你们
 为什么找不上你们
 找不到在线客服
 客服窗口打不开
 为什么点在线客服进不去
 为什么点在线客服没反应
 在线客服没有反应
 怎么都联系不上在线客服？",CS Web Chat not working,直接回答,Done,ruby
fun88,cn,User,Portal/ CS Service ,乐天堂在线客服APP,1,"您可以根据所用设备点击下方【在线客服】的软件哦!
 
 下载<intentlink>在线客服APP 安卓下载版</intentlink>
 
 下载<intentlink>在线客服APP 苹果下载版</intentlink>
 
 下载<intentlink>在线客服桌面版客户端</intentlink>","有客服的APP可以下载吗
 我想下载客服的APP
 客服端怎么下载啊
 教我一下怎么下载客服APP",Download CS App,,Done,ruby
fun88,cn,user,Portal/CS-Contact,如何联系在线客服,1,"您可以透过以下途径联系在线客服：
 
 点击页面下方【转人工客服】或者，
 
 下载<intentlink>在线客服APP 安卓下载版</intentlink>
 
 下载<intentlink>在线客服APP 苹果下载版</intentlink>
 
 下载<intentlink>在线客服桌面版客户端</intentlink>","人工客服
 转接人工客服
 在线客服
 在线客服在哪
 在线客服哪里点
 可以给联系客服的链接吗？
 我想要和在线客服说话
 在线客服链接给我
 我要和真人说话
 我不要和机器人说话
 我不要和机器人对话
 你是机器人吗？
 给我会说人话的客服
 有没有在线客服的app
 有没有人工客服的客户端
 那个客服app在哪下载
 人工
 转人工服务",How to Contact CS,直接回答,Done,ruby
fun88,cn,User,Portal/ Android/ CS Service ,在线客服APP 安卓下载版,1,您可以在手机页面的右下角找到【下载中心】，选择Android 图示，在【主程序】找到 【乐天堂客服APP下载 - 手机安卓版】，点击下载便可以咯！,安卓手机怎么下客服APP啊,Download CS Android App,,Done,ruby
fun88,cn,User,Portal/ IOS/ CS Service ,在线客服APP 苹果下载版,1,您可以在手机页面的右下角找到【下载中心】，选择IOS苹果 图示，在【主程序】找到 【乐天堂客服APP下载 - iOS版For iPhone】，点击下载便可以咯！,苹果手机可以下载客户的APP吗,Download CS IOS App,,Done,ruby
fun88,cn,User,Portal/ DEsktop/ CS Service ,在线客服桌面版客户端,1,您可以在页面的左上角的【更多】，找到【下载中心】，选择桌面版视窗 图示，在【主程序】找到 【在线客服】，点击下载便可以咯！,电脑怎么下客服端？,Download CS Windows App,,Done,ruby
fun88,cn,user,Portal/Hijack,手机版网页被劫持教程,1,"手机版防劫持的操作如下哦：
 
 安卓手机：
 第一步：进入手机系统界面，找到【设置】，进入【WLAN设置】
 第二步：在目前已扫描到Wi-Fi列表中，点击连接上可以使用的Wi-Fi ，在其Wi-Fi名称上长按几秒便会弹出来一个选项框，我们只需选择【修改网络】即可
 第三步：选中【显示高级选项】，将【IP设置】改成【静止】，以便手动输入DNS地址
 第四步：手动添加自己需要的DNS地址（推荐8.8.8.8或者8.8.4.4），完成后点击【保存】
 
 苹果手机：
 第一步：打开「设置」应用程序
 第二步：点击「无线局域网」进入 Wi-Fi 列表，并选择连接上可用的 Wi-Fi 网络
 第三步：连接上可用的 Wi-Fi 网络后，点击 Wi-Fi 网络名称右方的「显示信息」按钮(字母 i )
 第四步：在该 Wi-Fi 网络详情部分向下滚动，找到「DNS」选项
 第五步：在弹出的键盘上输入你需要更改后的 DNS 数值（推荐8.8.8.8或者8.8.4.4）
 第六步：点击页面左上角的「Wi-Fi」按钮，即可退出 DNS 设置
 
 
 设置了，还是被劫持？ 您也可以点击<intentlink>乐天堂备用网址</intentlink>尝试看看哦~","我手机怎么总是被劫持啊？
 手机防劫持有没有办法？
 手机怎么能不被劫持啊
 我的手机怎么被劫持了？
 手机打不开你的网站啊，好像被劫持了
 我安卓手机，有没有办法教我防止劫持
 教我一下怎么不被劫持
 手机打开你们网站总是被劫持",Mobile Site Hijack,直接回答,Done,ruby
fun88,cn,user,Portal/Hijack,电脑版网页被劫持教程,1,"您可以根据电脑的使用系统进行如下操作：
 Windows：
 第一步：点击左下角的开始，打开控制面板，查看方式为 类别，进入 网络和Internet -- 网络和共享中心
 第二步：点击更改适配器设置 
 第三步：右键点击当前活动的 网络连接，点弹出菜单中的属性
 第四步：选中Internet 协议版本 4（TCP/IPv4），再点属性 
 第五步：选中使用下面的DNS服务器地址，填写首选DNS服务器和备用DNS服务器（推荐8.8.8.8或者8.8.4.4），然后点击确定
 
 Mac：
 第一步：首先进入Mac系统桌面，然后点击最左上角的苹果图标，在下拉菜单中选择【系统偏好设置】进入设置
 第二步：然后我们再单击【网络】图标进入网络设置
 第三步：接下来，我们从列表中选择相应的网络连接服务，然后单击【高级】选项
 第四步：最后我们再点击DNS的选项卡，然后点击左下角【+】图标，然后就可以手动添加自己需要的DNS地址（推荐8.8.8.8或者8.8.4.4），完成后点击【好】
 
 或者您在登陆我们的网页在左上角点击跟【更多】->【下载中心】->【桌面版】->【主程序】里选择【防劫软件】，点击【下载】就可以了哦！
 
 设置了，还是被劫持？ 您也可以点击<intentlink>乐天堂备用网址</intentlink>尝试看看哦~",电脑版网页被劫持，怎么办 我用电脑打开你们网站总是被劫持啊 有没有教程？教我电脑怎么防止劫持的 有人可以教我怎么防止电脑劫持吗 为什么你们网站总是被别的网站劫持啊， 我电脑登录的,Website Hijack,直接回答,Done,ruby
fun88,cn,user,Bet,一般投注额限制,1,"我们的下注是有最低以及最高的限额，以下是我们各个平台的投注设置,您可以参考参考哦~
  
 您可以查看【体育平台】投注的限额如下哟：
 1. 乐天堂体育最低投注是1元，最高投注是平台方根据赛事风险设置
 2. ONEWORKS体育最低投注是10元，最高投注是平台方根据赛事风险设置
 3. IM体育&IM电竞牛，最低投注时5元，最高投注是平台方根据赛事风险设置
 4. 必发交易最低投注时25元，最高限额是20万元
 
 
 【真人平台】：
 1. 易博厅 （EBET）最低投注是20元，不同台桌是会有不同的最高限额！
 2. 北方堂 （GD）最低投注是5元， 不同台桌和游戏限额会不一样哦！
 3. 至尊堂（AG） 最低投注是20元， 投注限额在不同台桌是有分别的呀！
 4. 沙龙堂 （SA）最低投注是20元，不同台桌的限额也会出现不一样的限额！
 5. 隆运堂 （欧博）最低投注时20元，不同台桌和游戏限额会不一样哦！
 6. 双赢堂N2 （EA）最低投注是100元， 投注限额在不同台桌是有分别的呀！
 7. 太阳厅 （申博太阳）最低投注是30元，不同台桌会有个别的最高投注限额！
 
 【老虎机平台】：
 乐天堂提供了8个龙虎机平台。在老虎机平台，每个游戏的最低一级最高投注额都是有不同的设置，您可以在进入游戏后调整相关投注额","你们体育最高投注多少？
 最低投注多少
 账户有多少钱，才可以投注？
 最高投注多少啊
 你们一般投注是多少？
 这里最低可以投多少？
 你们这里最高可以投注多少
 最少要多少钱才能投注
 你们这个网站可以投多少
 投注额多少
 你好，这边最大单注投注额多大啊
 单注最多可以投多少，最低是多少
 一注可以下多少
 下注有显示限额
 真人可以调底投注限额吗
 我问的是真人页面的投注限额
 请问真人最低下注金额是多少
 体育最高可以投注多少
 体育最低可以投注多少
 我想请问一下你们这个体育赛事他投注没有限额的吗？",General Betting Limits,直接回答,Done,ruby
fun88,cn,user,Bet,为什么在手机找不到我要的游戏种类？,1,"有些游戏种类是不支持在手机上运行因此在手机上无法搜寻到， 建议您可以使用电脑登入游戏哦~
 相对的电脑游戏会比手机稳定许多噢＼(^▽^＠)ノ
 您可能有兴趣：
 
 <intentlink>乐天堂电脑版网址</intentlink>","我在手机客户端真人app里面找不到牛牛
 手机里怎么找不到不朽情缘的这个游戏
 手机版MG客户端可以玩篮球巨星吧？
 用手机怎么找不到捕鱼王
 捕鱼王在哪里，手机上怎么没有？
 不朽情缘只能在电脑游戏吗
 为什么我在手机找不到不朽情缘这个游戏？
 我想问一下，为什么有些游戏电脑有但是手机上没有？
 刚刚在电脑上玩的老虎机游戏，怎么手机上没有",Cannot find my game in the mobile version,直接回答,Done,ruby
fun88,cn,user,Bet,怎么进行下注,1,"如果您尚未注册账户，您可以登入我们的乐天堂官网：www.fun8802.com 进行注册。
 
 若您已经注册账户，您需要在存款页面进行存款然后选择想要投注的平台（体育，真人或者老虎机） 选择您要投注的盘口或者游戏 
 
 小帮手提醒：投注前记得将主账户的余额转账至相应的游戏钱包哦 ~~","想下注电竞
 如何下注
 怎么买球
 我要下注
 怎么下注
 我要买彩
 足球
 想下注
 买球
 你们这里怎么买球
 你们这里怎么买彩
 我想买球，怎么买
 怎么买彩
 下注
 买彩
 我想买球
 怎么投注体育
 体育如何下注
 我的咋下不了单啊
 怎么玩啊",How to bet,直接回答,Done,ruby
fun88,cn,user,Bet,查询投注记录,1,"<form text=游戏平台>
 <field>游戏平台</field>
 </form>
 <webhook>http://webhook.gohelp88.com/Bet/TurnoverCheckSelfservicepageFun88</webhook>","在哪里可以看到我的投注记录
 历史投注记录，报表哪里看
 怎么看历史投注记录
 请问，我的投注记录在哪里可以看到？
 有具体的投注记录吗
 有否投注记录
 怎么查投注记录
 投注记录在哪里看
 能查历史投注记录么
 投注记录怎么查看了
 我的投注记录在哪里看
 怎么查不到投注记录
 哪里看投注记录的
 怎么查询投注记录
 怎么查看投注记录
 我刚才玩的经典百家乐，投注记录怎么查不到
 查询不了记录吗？
 我投注记录里没有显示
 AG的额度记录哪里看
 我这查不到GD前面投注的，这里能查？
 投注怎么显示一片空白？
 投注记录显示一片空白怎么回事？
 APP怎么查投注记录？
 手机怎么查询投注记录
 没有投注记录
 刚才我在老虎机赢得钱，在哪里能看到
 我有不知道哪里能查询游戏局号，具体时间也记不清楚了，反正就是这一次登录的前一次
 MG查询不了游戏记录吗？
 轮盘怎么查历史投注记录？
 手机真人投注怎么查看投注记录
 真人轮盘怎么查历史投注记录
 百家乐可以查看到投注记录吗？
 AG真人轮盘怎么查历史投注记录
 MGLIVE投注记录哪里看？
 哪里可以看MG的投注记录
 怎么看MG的投注记录
 MG投注记录怎么
 手机怎么查看AG真人轮盘怎么查历史投注记录
 怎么在手机查看真人投注记录，AG的
 AG真人手机上查不到投注记录的吗
 AG在手机上没有投注记录的吗
 AG下注历史手机版有吗
 我想查看AG的下注记录，但是找不到选项
 AG手机下注记录在哪里呀
 APP里怎么查AG真人的下注历史？
 我要查回我在AG的历史注单，是联系你们查看还是可以自己查到呢？用的手机
 你好怎么查看中奖信息的
 怎么看投注的具体内容
 我自己的单子怎么查询",Check bet records,系统检查,System,
fun88,cn,user,Bet,注单事宜,1,"您可以根据以下选项选择您想要进一步咨询的问题~
 
 <intentlink>注单未结算</intentlink>
 
 <intentlink>注单结算问题</intentlink>
 
 <intentlink>结算但还未派彩</intentlink>","我的注单有问题
 我的注单什么情况
 我的注单怎么了
 这个注单有问题，帮我查查
 这个注单很有问题啊，难道你们没有发现吗
 我觉得这几单投注有问题
 这几单投注是不是有问题啊
 这个注单是什么状况，怎么这样啊？",Bet Record Matters,直接回答,Done,ruby
fun88,cn,User,Settlement,注单未结算,1,"亲亲～ 请您提供下您是在哪个游戏平台的著单结算错误,请您根据以下您的情况去点击呦～～
 
 <intentlink>体育/电竞注单结算问题</intentlink>
  
 <intentlink>真人注单结算问题</intentlink>
  
 <intentlink>老虎机结算问题</intentlink>","注单结算了，怎么金额没有到账？
 结算了，金额没有变动
 注单显示盈利，还没有收到金额
 注单结算后多久派彩？
 注单几天了怎么还不结算
 注单显示盈利，但是实际没有到账
 我的注单结算有问题，显示盈利但是金额没有到账
 我的注单怎么还没兑奖？
 为什么结算了盈利没有到账
 单子的钱怎么还没到账
 你好，我应该有注单赢了但是钱没有到账，麻烦你查询一下我现在钱数对不上
 昨天的注单到现在没到账什么情况
 昨晚系统维护前到现在所有单子最后结算了都没返钱到账。
 我昨天晚上6点的比赛结束后到现在都还没结算到账？这什么情况？
 现在是什么情况,到底有没有结算,我的帐户钱还没到阿
 比赛都已经结束了怎么还没有结算 
 你麻的逼,一直没有结算是怎么回事
 上半场都已经赢了,应该要结算的阿,耽误我下注其他赛事了",Not yet settled,,DONE,ruby
fun88,cn,user,Bet,注单可以撤销吗？,1,"一旦您下注成功,系统就会自动生成注单号，您的投注信息是直接转到平台的系统，所以我们无法给客户任一投注单号进行修改或删除，很抱歉造成您的不便，也希望能得到您的理解与体谅。
 
 但是体育平台里是有提前兑现的功能，可以协助您提前卖出您的注单。
 
 点击<intentlink>提前兑现</intentlink>了解更多！","中场休息买的单子能撤销吗
 我想撤单
 我要取消我的注单
 能不能帮我取消注单
 我买错球赛了。怎么取消
 单子填错了，怎么撤单
 你给我取消注单，退回本金我买其他
 我要求把我下注的注单取消
 我的比赛还没开始，可以取消投注吗
 买错了能不能撤销
 我现在可以把那单撤了不
 我买错了可以退吗
 滚球投注了还能兑换回来的？我点错了怎么办
 可以帮我取消注单吗
 投注错了，可以取消吗
 我买了一个英格兰的比赛，买错了，是什么梦幻对决，英格兰对意大利，能不能退",How to Undo Bet,直接回答,Done,ruby
fun88,cn,user,Bet,注单尚未结算,1,"如果您有未结算的注单，可以根据您现在的游戏平台选择相应的情况：
 
 <intentlink>体育/电竞注单尚未结算</intentlink>
 
 
 或者您是遇到了其他关于注单的问题？
 
 <intentlink>注单结算问题</intentlink>
 
 <intentlink>结算但还未派彩</intentlink>","结算催下
 这单都结束了！怎么没结算？
 为啥还不结算啊结束半天了
 怎么结算那么慢
 还没结算，什么情况
 请结算一下
 麻烦结算下
 结算啊
 这一单一直没有帮我结算啊
 帮忙结算一下
 怎么那么久还没结算
 还不结算
 怎么还不结算
 快给我结算
 下注的也不结算，怎么回事
 结算
 结算下
 前面的注单尽快结算一下
 这单还没有结算啊
 还没有结算
 速度结算啊
 请结算
 我有一个注单怎么还不结算
 还未结算
 怎么半天不结算啊
 半天不结算
 怎么还没结算
 有一单还不结算
 这个怎么还没有结算
 帮我处理下，怎么还没有结算？
 这个注单是还没有结算的
 我有3注好几天了也不知道中没中也不结算帮看看
 那订单一直不结算
 这个还没结算
 注单结算
 你好吗给结算一下行吗
 投注单结算太慢
 这单为什么没结算
 咨询一下有注一直未结算
 还有一个单一直没结算
 能不能快点结算
 快点结算
 投注没结算
 快结算
 结算一下
 没结算给我
 显示盈利但没给我结算
 钱都没结算给我
 怎么还没结算给我
 最后那一局的没有结算给我
 为什么没有派彩
 为什么还没有派彩
 我的注单赢了，但是现在还没结算啊
 不是，是还没结算
 赢了，奖金呢
 结算下啊
 为什么还没派彩
 你好，有一个投注一直没结账",Bet not yet settled,人工客服,Done,ruby
